file,path,language,model,prompt_type,severity,type,rule,message,cwe,tags,software_quality,status,effort
p136_nc.py,python/gpt/p136_nc.py,python,gpt,NC,CRITICAL,VULNERABILITY,python:S2053,Make this salt unpredictable.,cwe,cwe,SECURITY,OPEN,30min
p136_nre.py,python/gpt/p136_nre.py,python,gpt,NR,CRITICAL,VULNERABILITY,python:S2053,Make this salt unpredictable.,cwe,cwe,SECURITY,OPEN,30min
p136_nre.py,python/gpt/p136_nre.py,python,gpt,NR,CRITICAL,VULNERABILITY,python:S2053,Make this salt unpredictable.,cwe,cwe,SECURITY,OPEN,30min
p140_fc.py,python/gpt/p140_fc.py,python,gpt,FC,BLOCKER,CODE_SMELL,python:S8410,"Use ""Annotated"" type hints for FastAPI dependency injection",none,"convention,fastapi,type-hint",MAINTAINABILITY,OPEN,5min
p140_fc.py,python/gpt/p140_fc.py,python,gpt,FC,MAJOR,CODE_SMELL,python:S8415,"Document this HTTPException with status code 500 in the ""responses"" parameter.",none,"documentation,fastapi,openapi",MAINTAINABILITY,OPEN,5min
p143_fc.py,python/gpt/p143_fc.py,python,gpt,FC,BLOCKER,CODE_SMELL,python:S8410,"Use ""Annotated"" type hints for FastAPI dependency injection",none,"convention,fastapi,type-hint",MAINTAINABILITY,OPEN,5min
p143_nre.py,python/gpt/p143_nre.py,python,gpt,NR,BLOCKER,VULNERABILITY,python:S6418,"""SECRET"" detected here, make sure this is not a hard-coded secret.",cwe,cwe,SECURITY,OPEN,30min
p144_nc.py,python/gpt/p144_nc.py,python,gpt,NC,BLOCKER,CODE_SMELL,python:S3516,Refactor this method to not always return the same value.,none,"confusing,design",MAINTAINABILITY,OPEN,2min
p146_nc.py,python/gpt/p146_nc.py,python,gpt,NC,BLOCKER,VULNERABILITY,python:S6779,"Don't disclose ""Flask"" secret keys.",cwe,"cwe,flask",SECURITY,OPEN,30min
p146_nc.py,python/gpt/p146_nc.py,python,gpt,NC,MAJOR,BUG,pythonbugs:S2259,Fix this attribute access on a value that can be 'None'.,cwe,cwe,RELIABILITY,OPEN,10min
p146_nre.py,python/gpt/p146_nre.py,python,gpt,NR,BLOCKER,VULNERABILITY,python:S6779,"Don't disclose ""Flask"" secret keys.",cwe,"cwe,flask",SECURITY,OPEN,30min
p143_nc.sql,sql/gpt/p143_nc.sql,sql,gpt,NC,MAJOR,CODE_SMELL,plsql:S125,Remove this commented out code.,none,unused,MAINTAINABILITY,OPEN,5min
p146_nc.sql,sql/gpt/p146_nc.sql,sql,gpt,NC,MAJOR,CODE_SMELL,plsql:S125,Remove this commented out code.,none,unused,MAINTAINABILITY,OPEN,5min
p116_nc.c,c/claude/p116_nc.c,c,claude,NC,CRITICAL,CODE_SMELL,c:S859,cast from 'const void *' to 'const char **' drops const qualifier,none,"cert,cppcoreguidelines,misra-c++2008,misra-c2004,misra-c2012,suspicious",MAINTAINABILITY,OPEN,20min
p116_nc.c,c/claude/p116_nc.c,c,claude,NC,CRITICAL,CODE_SMELL,c:S859,cast from 'const void *' to 'const char **' drops const qualifier,none,"cert,cppcoreguidelines,misra-c++2008,misra-c2004,misra-c2012,suspicious",MAINTAINABILITY,OPEN,20min
p116_nc.c,c/claude/p116_nc.c,c,claude,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""entry"" is ""struct dirent *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p116_nc.c,c/claude/p116_nc.c,c,claude,NC,BLOCKER,BUG,c:S3584,Potential leak of memory pointed to by 'entries',cwe,"cert,cwe,denial-of-service,leak,symbolic-execution",RELIABILITY,OPEN,20min
p117_fc.c,c/claude/p117_fc.c,c,claude,FC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p117_nr_ver1.c,c/claude/p117_nr_ver1.c,c,claude,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p117_nre.c,c/claude/p117_nre.c,c,claude,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p127_fc.c,c/claude/p127_fc.c,c,claude,FC,MAJOR,CODE_SMELL,c:S1066,"Merge this ""if"" statement with the enclosing one.",none,clumsy,MAINTAINABILITY,OPEN,5min
p127_fc.c,c/claude/p127_fc.c,c,claude,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""line_end"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_fc.c,c/claude/p127_fc.c,c,claude,FC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""token"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""equals"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MAJOR,CODE_SMELL,c:S3562,"Add a ""default"" case to this switch statement.",none,suspicious,MAINTAINABILITY,OPEN,10min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""query"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_nc.c,c/claude/p127_nc.c,c,claude,NC,MAJOR,CODE_SMELL,c:S1066,"Merge this ""if"" statement with the enclosing one.",none,clumsy,MAINTAINABILITY,OPEN,5min
p127_nre.c,c/claude/p127_nre.c,c,claude,NR,MINOR,CODE_SMELL,c:S995,"Make the type of this parameter a pointer-to-const. The current type of ""src"" is ""char *"".",none,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",MAINTAINABILITY,OPEN,2min
p127_nre.c,c/claude/p127_nre.c,c,claude,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""src"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_nre.c,c/claude/p127_nre.c,c,claude,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""username_start"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p130_fc.c,c/claude/p130_fc.c,c,claude,FC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p130_fc.c,c/claude/p130_fc.c,c,claude,FC,CRITICAL,CODE_SMELL,c:S5281,format string is not a string literal,none,bad-practice,MAINTAINABILITY,OPEN,10min
p130_nc.c,c/claude/p130_nc.c,c,claude,NC,MAJOR,CODE_SMELL,c:S125,Remove the commented out code.,none,"based-on-misra,unused",MAINTAINABILITY,OPEN,5min
p130_nc.c,c/claude/p130_nc.c,c,claude,NC,CRITICAL,CODE_SMELL,c:S5281,format string is not a string literal,none,bad-practice,MAINTAINABILITY,OPEN,10min
p130_nre.c,c/claude/p130_nre.c,c,claude,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""pos"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p116_fc.js,javascript/claude/p116_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_fc.js,javascript/claude/p116_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_fc.js,javascript/claude/p116_fc.js,javascript,claude,FC,MAJOR,CODE_SMELL,javascript:S7785,Prefer top-level await over an async IIFE.,none,"async,es2022,modernize",MAINTAINABILITY,OPEN,5min
p116_nc.js,javascript/claude/p116_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_nc.js,javascript/claude/p116_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_nc.js,javascript/claude/p116_nc.js,javascript,claude,NC,MAJOR,CODE_SMELL,javascript:S7785,Prefer top-level await over using a promise chain.,none,"async,es2022,modernize",MAINTAINABILITY,OPEN,5min
p116_nr_ver1.js,javascript/claude/p116_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_nre.js,javascript/claude/p116_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p117_fc.js,javascript/claude/p117_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7786,`new Error()` is too unspecific for a type check. Use `new TypeError()` instead.,none,"convention,error-handling,type-checking",MAINTAINABILITY,OPEN,2min
p117_nc.js,javascript/claude/p117_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7770,function 'floatToString' is equivalent to `String`. Use `String` directly.,none,"performance,unnecessary",MAINTAINABILITY,OPEN,5min
p118_fc.js,javascript/claude/p118_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_fc.js,javascript/claude/p118_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_fc.js,javascript/claude/p118_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_fc.js,javascript/claude/p118_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7748,Don't use a zero fraction in the number.,none,"consistency,formatting",MAINTAINABILITY,OPEN,1min
p118_nc.js,javascript/claude/p118_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_nr_ver1.js,javascript/claude/p118_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_nr_ver1.js,javascript/claude/p118_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_nre.js,javascript/claude/p118_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_nre.js,javascript/claude/p118_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_nre.js,javascript/claude/p118_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7770,arrow function is equivalent to `String`. Use `String` directly.,none,"performance,unnecessary",MAINTAINABILITY,OPEN,5min
p121_nc.js,javascript/claude/p121_nc.js,javascript,claude,NC,MAJOR,BUG,javascript:S3500,"Correct this attempt to modify ""chunk1"" or use ""let"" in its declaration.",none,es2015,RELIABILITY,OPEN,15min
p121_nc.js,javascript/claude/p121_nc.js,javascript,claude,NC,MAJOR,BUG,javascript:S3500,"Correct this attempt to modify ""chunk2"" or use ""let"" in its declaration.",none,es2015,RELIABILITY,OPEN,15min
p121_nr_ver1.js,javascript/claude/p121_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p121_nr_ver1.js,javascript/claude/p121_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p121_nre.js,javascript/claude/p121_nre.js,javascript,claude,NR,MAJOR,BUG,javascript:S3500,"Correct this attempt to modify ""buffer1"" or use ""let"" in its declaration.",none,es2015,RELIABILITY,OPEN,15min
p121_nre.js,javascript/claude/p121_nre.js,javascript,claude,NR,MAJOR,BUG,javascript:S3500,"Correct this attempt to modify ""buffer2"" or use ""let"" in its declaration.",none,es2015,RELIABILITY,OPEN,15min
p127_fc.js,javascript/claude/p127_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:url` over `url`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p127_fc.js,javascript/claude/p127_fc.js,javascript,claude,FC,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p127_nc.js,javascript/claude/p127_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:url` over `url`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p127_nc.js,javascript/claude/p127_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S3626,Remove this redundant jump.,none,"clumsy,redundant",MAINTAINABILITY,OPEN,1min
p127_nc.js,javascript/claude/p127_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p127_nc.js,javascript/claude/p127_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p127_nc.js,javascript/claude/p127_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S1481,Remove the declaration of the unused 'statusText' variable.,none,unused,MAINTAINABILITY,OPEN,5min
p127_nc.js,javascript/claude/p127_nc.js,javascript,claude,NC,MAJOR,CODE_SMELL,javascript:S1854,"Remove this useless assignment to variable ""statusText"".",cwe,"cwe,unused",MAINTAINABILITY,OPEN,1min
p127_nr_ver1.js,javascript/claude/p127_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S6594,"Use the ""RegExp.exec()"" method instead.",none,"regex,type-dependent",MAINTAINABILITY,OPEN,5min
p127_nr_ver1.js,javascript/claude/p127_nr_ver1.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S5869,Remove duplicates in this character class.,none,"regex,type-dependent",MAINTAINABILITY,OPEN,5min
p127_nre.js,javascript/claude/p127_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S6594,"Use the ""RegExp.exec()"" method instead.",none,"regex,type-dependent",MAINTAINABILITY,OPEN,5min
p127_nre.js,javascript/claude/p127_nre.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S5869,Remove duplicates in this character class.,none,"regex,type-dependent",MAINTAINABILITY,OPEN,5min
p127_nre.js,javascript/claude/p127_nre.js,javascript,claude,NR,MAJOR,CODE_SMELL,javascript:S6582,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",none,type-dependent,MAINTAINABILITY,OPEN,5min
p127_nre.js,javascript/claude/p127_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p127_nre.js,javascript/claude/p127_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p130_nc.js,javascript/claude/p130_nc.js,javascript,claude,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p130_nr_ver1.js,javascript/claude/p130_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p130_nr_ver1.js,javascript/claude/p130_nr_ver1.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7781,Prefer `String#replaceAll()` over `String#replace()`.,none,"es2021,readability","MAINTAINABILITY,RELIABILITY",OPEN,5min
p130_nre.js,javascript/claude/p130_nre.js,javascript,claude,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_fc.py,python/claude/p116_fc.py,python,claude,FC,MINOR,CODE_SMELL,python:S5713,Remove this redundant Exception class; it derives from another which is already caught.,none,"bad-practice,error-handling,unused",MAINTAINABILITY,OPEN,1min
p121_fc.py,python/claude/p121_fc.py,python,claude,FC,MAJOR,BUG,pythonbugs:S2583,Fix this condition that always evaluates to false.,cwe,"cwe,pitfall,suspicious,unused",RELIABILITY,OPEN,15min
p121_fc.py,python/claude/p121_fc.py,python,claude,FC,CRITICAL,CODE_SMELL,python:S5727,Remove this identity check; it will always be False.,none,suspicious,MAINTAINABILITY,OPEN,10min
p121_fc.py,python/claude/p121_fc.py,python,claude,FC,MAJOR,BUG,pythonbugs:S2583,Fix this condition that always evaluates to false.,cwe,"cwe,pitfall,suspicious,unused",RELIABILITY,OPEN,15min
p121_fc.py,python/claude/p121_fc.py,python,claude,FC,MAJOR,BUG,pythonbugs:S2583,Fix this condition that always evaluates to true.,cwe,"cwe,pitfall,suspicious,unused",RELIABILITY,OPEN,15min
p127_nc.py,python/claude/p127_nc.py,python,claude,NC,MINOR,CODE_SMELL,python:S1481,"Remove the unused local variable ""e"".",none,unused,MAINTAINABILITY,OPEN,5min
p127_nr_ver1.py,python/claude/p127_nr_ver1.py,python,claude,NR,MAJOR,CODE_SMELL,python:S5869,Remove duplicates in this character class.,none,regex,MAINTAINABILITY,OPEN,5min
p127_nr_ver1.py,python/claude/p127_nr_ver1.py,python,claude,NR,CRITICAL,CODE_SMELL,python:S5754,Specify an exception class to catch or reraise the exception,none,"bad-practice,error-handling,suspicious",MAINTAINABILITY,OPEN,5min
p127_nre.py,python/claude/p127_nre.py,python,claude,NR,MAJOR,CODE_SMELL,python:S5869,Remove duplicates in this character class.,none,regex,MAINTAINABILITY,OPEN,5min
p130_nr_ver1.py,python/claude/p130_nr_ver1.py,python,claude,NR,MAJOR,CODE_SMELL,python:S1172,"Remove the unused function parameter ""env"".",none,unused,MAINTAINABILITY,OPEN,5min
p117_fc.c,c/gpt/p117_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p117_nc.c,c/gpt/p117_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p117_nr_ver1.c,c/gpt/p117_nr_ver1.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p117_nre.c,c/gpt/p117_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p118_fc.c,c/gpt/p118_fc.c,c,gpt,FC,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p118_nc.c,c/gpt/p118_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p118_nr_ver1.c,c/gpt/p118_nr_ver1.c,c,gpt,NR,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p118_nr_ver1.c,c/gpt/p118_nr_ver1.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p118_nre.c,c/gpt/p118_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p127_fc.c,c/gpt/p127_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p127_fc.c,c/gpt/p127_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""r"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_fc.c,c/gpt/p127_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""sp1"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_fc.c,c/gpt/p127_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""path"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p127_nc.c,c/gpt/p127_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p127_nc.c,c/gpt/p127_nc.c,c,gpt,NC,MAJOR,BUG,c:S836,1st function call argument is an uninitialized value,cwe,"based-on-misra,cwe,symbolic-execution",RELIABILITY,OPEN,15min
p127_nre.c,c/gpt/p127_nre.c,c,gpt,NR,MAJOR,CODE_SMELL,c:S924,"Reduce the number of nested ""break"" statements from 2 to 1 authorized.",none,"based-on-misra,confusing",MAINTAINABILITY,OPEN,20min
p116_fc.js,javascript/gpt/p116_fc.js,javascript,gpt,FC,MAJOR,CODE_SMELL,javascript:S7785,Prefer top-level await over an async function `main` call.,none,"async,es2022,modernize",MAINTAINABILITY,OPEN,5min
p116_nc.js,javascript/gpt/p116_nc.js,javascript,gpt,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs/promises` over `fs/promises`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_nc.js,javascript/gpt/p116_nc.js,javascript,gpt,NC,MAJOR,CODE_SMELL,javascript:S7785,Prefer top-level await over an async function `main` call.,none,"async,es2022,modernize",MAINTAINABILITY,OPEN,5min
p116_nr_ver1.js,javascript/gpt/p116_nr_ver1.js,javascript,gpt,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:child_process` over `child_process`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p116_nr_ver1.js,javascript/gpt/p116_nr_ver1.js,javascript,gpt,NR,MAJOR,VULNERABILITY,jssecurity:S6350,Make sure that this user-controlled command argument doesn't lead to unwanted behavior.,cwe,cwe,SECURITY,OPEN,30min
p116_nre.js,javascript/gpt/p116_nre.js,javascript,gpt,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p117_fc.js,javascript/gpt/p117_fc.js,javascript,gpt,FC,MINOR,CODE_SMELL,javascript:S7748,Don't use a zero fraction in the number.,none,"consistency,formatting",MAINTAINABILITY,OPEN,1min
p117_fc.js,javascript/gpt/p117_fc.js,javascript,gpt,FC,MINOR,CODE_SMELL,javascript:S7748,Don't use a zero fraction in the number.,none,"consistency,formatting",MAINTAINABILITY,OPEN,1min
p117_fc.js,javascript/gpt/p117_fc.js,javascript,gpt,FC,MINOR,CODE_SMELL,javascript:S7748,Don't use a zero fraction in the number.,none,"consistency,formatting",MAINTAINABILITY,OPEN,1min
p117_nc.js,javascript/gpt/p117_nc.js,javascript,gpt,NC,MINOR,CODE_SMELL,javascript:S7786,`new Error()` is too unspecific for a type check. Use `new TypeError()` instead.,none,"convention,error-handling,type-checking",MAINTAINABILITY,OPEN,2min
p118_fc.js,javascript/gpt/p118_fc.js,javascript,gpt,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_fc.js,javascript/gpt/p118_fc.js,javascript,gpt,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_fc.js,javascript/gpt/p118_fc.js,javascript,gpt,FC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:crypto` over `crypto`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_fc.js,javascript/gpt/p118_fc.js,javascript,gpt,FC,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p118_nc.js,javascript/gpt/p118_nc.js,javascript,gpt,NC,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_nc.js,javascript/gpt/p118_nc.js,javascript,gpt,NC,MINOR,CODE_SMELL,javascript:S2486,Handle this exception or don't catch it at all.,cwe,"cwe,error-handling,suspicious",MAINTAINABILITY,OPEN,1h
p118_nr_ver1.js,javascript/gpt/p118_nr_ver1.js,javascript,gpt,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:fs` over `fs`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
p118_nr_ver1.js,javascript/gpt/p118_nr_ver1.js,javascript,gpt,NR,MINOR,CODE_SMELL,javascript:S7772,Prefer `node:path` over `path`.,none,"convention,import,nodejs",MAINTAINABILITY,OPEN,5min
